"Classe";"Texto"
"Pros";"Bem. estilosinho haha, pequeno otimo para manobrar e achar vaga haha, acho q até cabe 5 pessoas, e até que as peças para manutençao sao baratas. Quer um carro para bater, zuar, quebrar, detonar, ir trabalhar na obra, deixar roubar para o seguro pagar depois, dar para a esposa q nao sabe dirigir.. nossa, ele seria otimo."
"Pros";"Boa posição para dirigir, interior solido e de facil manuseio. Carrinho bom para o dia dia"
"Pros";"Muito elegante, 9 Km com Alcool, banco alto, é show de bola,..."
"Pros";"valor, tamanho por se tratar de um hatch estaciona-se em qualquer lugar, pouco visado, valor do seguro, manutenção barata."
"Pros";"ACABAMENTO E CONFORTO."
"Pros";"Para que precisa de um carro para o dia dia aqui tem uma otima opcao, atualmente com 206.000 kms rodados apresentou ate esta data quebra do parafuso que fixa o motor e tranca de direcao, facilmente resolvido pela CEVEL no periodo de garantia, tem bom acabamento, boa resistencia principalmente na suspencao onde para atuais estradas brasileiras vem resistindo bem, nao tenho problemas de barulho de carroceria painel, utilizo para lazer e trabalho."
"Pros";"Facil manutenção, boa resposta no transito urbano, retomada boa do motor, conforto para o motorista bom espaço interno, não apresenta ruido, motor fire flex bem economico faz 10km/l com alcool. varios outros pontos fortes"
"Pros";"silencioso, gostoso de dirigir, o motor chega 220 km/h na estrada economico 14 na estrada e 9 na cidade"
"Pros";"Consumo, conforto, ruido interno, estabilidade, manutenção."
"Pros";"- Custo de manutenção- Computador de bordo Nota 10!- Vedação em geral- Acabamento interno- Economia de combustivel- Sistema integrado de luzes, limpador e travas eletricas"
"Pros";"O freio é muito bom mesmo, voce quase não perde dinheiro na revenda, direçao leve, facil de estacionar e manutençao mais em conta q outros da categoria."
"Pros";"Posição de dirigir muito bom para quem tem 1,80 m. O volante não roça nas pernas. CONSUMO - na direfença entre 2 bastecimentos deu 8,85 Km/L de Álcool na cidade seguindo o econômetro, ou seja, só ter pé leve. Apesar que não tenho Ar. Cond. nem rdireção hidráulica.- Volante levinho, parece hidráulico- A 5 marcha foi esticada. A 120 Km/h o motor não grita muito vai numa boa.- O motor é bem potente para um 1.0."
"Pros";"Porta malas, durabilidade, manutencão barata e consumo."
"Pros";"O meu é completo e tem os bancos bem confortáveis além da forração completa da porta nada de parte de aço aparecendo.... O consumo é muito bom. Bebe pouco."
"Pros";"Econômico, suspensão macia, espaço para o motorista bom, acabamento bom, e manutenção em conta."
"Pros";"bonitinh"
"Pros";"Economia de combustivel, manutenção barata."
"Pros";"beleza, economia, conforto, uso na estrada."
"Pros";"Carro com design ainda moderno, motor esperto em relação a outros 1.0, econômico, bom custo/benefício. Ótimo carro para quem quer conforto e durabilidade por um preço mais acessível."
"Pros";"Fácil de dirigir, tem um consumo razoável mesmo em alta velocidade."
"Pros";"Bom...eu comprei o meu palio meio no escuro, mais por empolgação...não levei a mecanicos nem nada mané, pois veio com varios defeitos. O que eu mais ressalto nele é o motor economico e com boa retomada, fora a dirigibilidade que é confortavel. A manutenção não é tão cara e nem barata, mas da para levar."
"Pros";"Acabamento interno, direção, trava, aviso de portas abertas, abertura interna do porta-malas, abertura da tampa de combustível, computador de bordo. Nesse ano tudo de série."
"Pros";"Bom nas retomadas, consumo dentro do esperado, não apresentou nenhum defeito em 2,5 ANOS de uso!!! Somente revisões preventivas, com 45.000km rodado"
"Pros";"Excelente aceleração - carro extremamente ágil devido relação potência do motor x peso, acabamento de veludo, carro completo ar, direção, tudo elétricoinclusive retrovisores, computador de bordo, câmbio Dualogic - muito bom. Ruído interno baixíssimo."
"Pros";"UM CARRO QUE ME SURPREENDEU, BASTANTE GOSTOSO DE DIRIGIR, O AR CONDICIONADO É UM DOS MELHORES QUE JÁ PUDE UTILIZAR, POTENTE APESAR DO MOTOR 1.0"
"Pros";"Bom carro, ótmio acabamento interno, os bancos são bem confortáveis, resistente andei 50 mil km e não tive nenhum problema de suspensão, aliás o carro nunca estragou"
"Pros";"Posição de dirigir muito boa, câmbio muito bem definido, visibilidade, custo de manutenção baixo, posição do rádio sem esbarrar na marcha, acabamento interno bom, pedal da embreagem responde bem, boa noção de espaço do veículo, longevidade ta funcionando bem faz 12 anos. Suave na estrada em velocidades compatíveis, lógico... sem ficar estourando os 110km/h. Discos de freio de fábrica duraram até os 150 mil."
"Pros";"Potência, consumo, painel, opcionais e acabamento."
"Pros";"Manutenção acessivel, a versão ELX tem ótimo acabamento, computador de bordo, consumo, desempenho do carro 1.3, anda muito - 3 pessoas no carro..., iluminação é ótima, painel de instrumentos."
"Pros";"Quando se anda nele de boa o consumo é bom, macio, posição confortavel de dirigir,seguro barato, motor forte mesmo sendo um 1.0, e sem contar que pra um nacional ele é muito bonito por fora e por dentro."
"Pros";"Carro bonito, de facil revenda, confortavel, suspensão macia e bom motor fire, que é econômico, anda relativamente bem para um 1.0 e não quebra."
"Pros";"Tenho um palio fire desde 2002, nunca me deixou na mão. As únicas peças que troquei foram as de praxe, bateria, escapamento e pneus. Estou pensando em troca de carros, mas tenho pena de abandonar meu palio."
"Pros";"Acho o consumo dele muito bom. Na cidade, com gasolina e ar ligado apenas durante o dia ele faz média de 12km/l. Na estrada o consumo ja não é tão condizente. A 120km/h nunca fiz mais de 14km/l com ar. Isso tudo é com gasolina."
"Pros";"Comparando com os demais da mesma categoria, é o melhor. Muito espaço interno. Ótima posição de dirigir. Melhor potência. Ele gasta um pouco mais que os concorrentes, mas tem relação de caixa e potência muito maior. O consumo não é alto. O motor fire é um colosso. Nunca precisei de manutenção, somente as revisões de costume. As peças são baratas na comparação com os demais. Todo 1.0 anda pouco com o ar ligado, mas esse motor é o que decepciona menos, tem muito torque."
"Pros";"Carro econômico. Boa relação de potência e peso, o que faz com que o carro tenha um excelente desempenho, em especial na estrada."
"Pros";"o motor 1.4 me surpreender positivamente, tem um bom torque e não perde muito com o ar ligado, eh honesto, se pisar ele anda e bebe bem, mas se for normal ele é economico e satisfatório, essa versão 1.4 elx 30 anos é muito TOP, tem computador de bordo, farol de milha, ao acionar a ré com o limpador da frente ligado, o de tras liga automaticamente,, abertura interna do tanque e porta-malas...ou seja um popular completão.....gostei muito disso...e tem boa estabilidade apesar de ser macio demais...."
"Pros";"A resistência. Apesar da aparente fragilidade é um carro muito robusto. Aguenta muito tranco. A economia de combustível impressiona também. Bom conforto para o segmento na versão ELX."
"Pros";"Arrancada forte, ótimo acabamento, Ar condicionado potente, designer robusto, sistema My car muito util, espaço interno."
"Pros";"Motor 1.0 porreta, 66cv mais não perde pra ninguem...design mellhor que o novo..não tiraria este design do mercado."
"Pros";"Sou proprietário do Modelo 1.0 8v a mais de 4 anos, tenho um vermelho Firenze. Adquiri o veiculo do seu 1 dono com 29.000 km agora ele esta com 179.000, posso dizer que nunca tive problemas, somente manutençoes tais como correia pastilhas discos e etc, o primeiro problema aconteçeu a tres meses atraz um pequeno vazamento no volante do motor, onde foi feito a troca do retentor e fim do problema.rodo com eles todos os dias, de são paulo a alphaville, ja viajei muito 3 vezes p/ catalão GO 1 vez para Minas Gerais.na minha visão veiculo é economico do que se refere a gasto de combustivel, e manutenção quase zero.estou pensando em adiquirir uma palio wekeend agora. carrinho valente vale a pena, pena que desvalorizou muito, custou 21.000 e agora vale uns R$ 15.000"
"Pros";"Meu palio possui o kit emotion e eu recomendo a todos= banco e portas aveludados entre outros recursos, é o popular com o maior numero de itens de serie da categoria:floow me,acelerador eletronico, computador de bordo,tres recostos de cabeça no banco traseiro, spoiler na cor do veiculo, varios portas objeto, sao muitos..."
"Pros";"confortável, motor muito bom, não é gastador, anda muito pois seus 107 cv mandam muito bem um carro com esse peso, posição de dirigir excelente em relação aos carros da volks que parece que se está sentado no chão."
"Pros";"Acabamento interno muito bonito."
"Pros";"Confortavel, macio, manutenção barata, otimo freio,"
"Pros";"Bastante Porta trecos"
"Pros";"Bom acabamento com tecidos até nas portas. Bom acabamento do volante.Suspensão confiável.Consumo etanol na cidade 9,95km/l e estrada chega a 12,8km/l, com gas 11,5km/l cid e 15,7km/l na estrada."
"Pros";"Design, conforto, dirigibilidade, motor forte 77cv com baixo ruído, câmbio macio e excelente freio. O Econômetro ´reeduca´ vc a dirigir de forma mais econômica. Atendimento na concecionária Phipasa foi excelente."
"Pros";"Boa dirigibilidade, ao contrario do que muita gente diz, o motor não baixa o óleo, boa retomada de velocidade para motor 1l."
"Pros";"tem estabilidade, motor forte e boa dirigibilidade tem espaço interno."
"Pros";"motor silencioso, anda bem em estradas, confortavel, 66 cavalos chega a 185 KM/h"
"Pros";"carro confortavel com 04 adultos e uma criança pele sua serie completo - ar e com bancos e forros de portas aveludados rodas aro14 de liga dá mais estabilidade, depois da segunda marcha o carro desenvolve bem ando na rodovia com velocidade de 100km á 140km eo carro me dá segurança e estabilidade com carga completa coisas que muito 1.0 por ái deixa á desejar."
"Pros";"Economico, macio, lindo, barato, é um FIAT, enfim ele é PERFEITO"
"Pros";"um carro muito confortavel para dirigir, minha versão é completa o Ar condicionado gela bem, é economico, peças e manutenção barata, o meu ta com 40mil km e ate agora ta praticamente zero. Resumindo é um otimo custo beneficio"
"Pros";"o carro é bom otimo valor de revenda, facilidade de reparação, peças baratas pra repor caso precise ,consumo media de 11kkm/l no alcool 13,5km/l gasolina"
"Pros";"confortavel"
"Pros";"É um carro bonito e de presença!"
"Pros";"Carro não dá problemas mecânicos. em dez anos de uso, basicamente levei meu carro 4 vezes no mecanico, nunca tive probelmas sério - sendo que viajo muito com ele."
"Pros";"Consumo baixo, aparência, posição de dirigir, comandos , acabamento interno, retomadas, manutenção barata, até agora só R$ 129,00 com troca de oléo. Uso carro para trabalhar, coloco 20 litros de gasolina que sempre me rendem 300km transito misto cidade/estrada, somente na estrada dá até mais. Satisfeitíssimo."
"Pros";"Achei melhor que o Corsa do mesmo ano. Diferente do Gol, tem acabamento interno um pouco melhor."
"Pros";"Acabamento excelente, superior a muitos carros da mesma classe, alem de ser um carro lindo, bom de dirigir, com custo beneficio muito bom e desempenho agradavel."
"Pros";"Farois muito bom, motor trabalha de forma uniforme não bate pino como os VHC, os freios são excelente, suspensão bastante confortavel, gosto da luz do painel laranja, cambio muito macio e preciso. Antes iria comprar um celta ou classic, mas o palio é mais espaçoso tem otimo isolamento acustico e acabamento superior, isso foi definitivo na ora de comprar"
"Pros";"Carro bonito bom acabamento"
"Pros";"Carro compacto, relativamente confortável. Carro de fácil comércio."
"Pros";"custo beneficio"
"Pros";"Carro confiável, baixo custo de manutenção, bom custo benefício, posição de dirigir confortável."
"Pros";"Conforto, espaço interno, porta-malas, consumo, acabamento interno"
"Pros";"FLEX E MOTOR 1.0"
"Pros";"Mesmo sendo 1.0 o motor responde bem quando é solicitado, ele demosntra uma otima digiribilidade na estrada, porem o consumo na cidade não é nada bom pra quem tem pressão faz na media de 7,5 a 8,5 sendo que no site fala 9 dependendo do seu pé"
"Pros";"Desempenho, conforto e economia"
"Pros";"O palio é um ótimo carro, é economico, confortavel, bom espaço interno, facil de customizar, consumo em torno de 10 a 12 km urbano e rodovias 16 a 17 km."
"Pros";"Farol biparábola, visual agradável e robusto, boa posição ao dirigir, bom torque usando álcool."
"Pros";"O carro é excelente, design arrojado, filtro e óleo baratos tem boa receptividade no mercado a venda é fácil."
"Pros";"MOTOR, ESTILO, EQUIPAMENTO, CUSTO BENEFICIO ACABAMENTO CHAMA MUITO ATENÇAO NA RUA, SEGURO COM PREÇO COERENTE"
"Pros";"Carro muito confortavel e instavel e curvas e retas em altas velocidades. acabamento interno sem comparação, muito poucas peças de plastico, principalmente nas portas."
"Pros";"Espaço interno,posição ao dirigir,manutenção barata e não quebra muito,nunca me deu dor de cabeça"
"Pros";"Carro muito forte, cambio quase não da trancos, muito bom na estrada, principalmente no modo sport. Bom de retomadas e ultrapassagens. 5 km/l na cidade e 7.8 km/l na estrada, mas com o conforto e a segurança que o motor oferece vale a pena. Otima posiçao de dirigir."
"Pros";"Preço, farol, acabamento das portas."
"Pros";"Bom desempenho na estrada, mesmo ido a alcool. Na estrada o meu faz 10 por litro no alcool e 13 na gasolina. Na cidade 7 alcool e 10 gasolina. Carro nao dá problemas e manutenção é barata. Frenagem ÓTIMA! Carro gruda no chão. com pneus em bom estado é claro."
